patent,asgseq,asgtype,assignee,City,State,Country,zip,generated_sort
08346643,,02,"RealMed Corporation",Indianapolis,IN,US,,1
08346644,,02,"The Hartford Fire Insurance Company",Hartford,CT,US,,1
08346645,,02,"Investedge, Inc.",Pittsburgh,PA,US,,1
08346646,,02,"Advanced Intellectual Property Group, LLC","Fort Myers",FL,US,,1
08346647,,02,"Barclays Capital Inc.","New York",NY,US,,1
08346648,,02,"Aiolian LLP",Seattle,WA,US,,1
08346649,,02,"First Trust Portfolios L.P.",Lisle,IL,US,,1
08346650,,02,"Hartford Fire Insurance Company",Hartford,CT,US,,1
08346651,,02,"Instinet, Inc.","New York",NY,US,,1
08346652,,02,"Chicago Board Options Exchange, Incorporated",Chicago,IL,US,,1
08346653,,02,"Chicago Board Options Exchange, Incorporated",Chicago,IL,US,,1
08346654,,02,"Market Shield Capital, LLC",Natick,MA,US,,1
08346656,,02,"Trading Technologies International, Inc.",Chicago,IL,US,,1
08346657,,02,"United Services Automobile Association (USAA)","San Antonio",TX,US,,1
08346658,,02,"Bank of America Corporation",Charlotte,NC,US,,1
08346660,,04,,"Dardenne Prairie",MO,US,,1
08346661,,02,"Bank of America Corporation",Charlotte,NC,US,,1
08346662,,02,"Visa U.S.A. Inc.","San Francisco",CA,US,,1
08346663,,02,"Citicorp Development Center, Inc.","Blue Ash",OH,US,,1
08346664,,02,"Intuit Inc.","Mountain View",CA,US,,1
08346665,,02,"Enservio, Inc.",Natick,MA,US,,1
08346666,,02,"Visa Intellectual Service Association","San Francisco",CA,US,,1
08346667,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346668,,03,"NEC Corporation",Tokyo,,JP,,1
08346669,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346670,,03,"Accenture Global Services Limited",Dublin,,IE,,1
08346671,,02,"Merchant Link, LLC","Silver Spring",MD,US,,1
08346672,,03,"AcCells Technologies (2009), Ltd.","Petach Tikva",,IL,,1
08346673,,02,"Blockbuster L.L.C.",Englewood,CO,US,,1
08346674,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346675,,02,"Siemens Industry, Inc.",Alpharetta,GA,US,,1
08346676,,02,"Stamps.com Inc.","Santa Monica",CA,US,,1
08346676,,02,"iShip Inc.",Atlanta,GA,US,,2
08346677,,02,"Citicorp Development Center, Inc.","Blue Ash",OH,US,,1
08346678,,02,"Citicorp Development Center, Inc.","Blue Ash",OH,US,,1
08346679,,02,"Energywise Partners LLC",Rochester,NY,US,,1
08346680,,02,"Intuit Inc.","Mountain View",CA,US,,1
08346681,,02,"All ABout Choice, Inc.",Harvard,MA,US,,1
08346682,,06,"The United States of America, as represented by the Secretary of the Navy",Washington,DC,US,,1
08346683,,02,"Exprentis, Inc.",Fairfax,VA,US,,1
08346684,,03,"IEE International Electronics & Engineering S.A.",Luxembourg,,LU,,1
08346685,,03,"Equivio Ltd.","Rosh Haayin",,IL,,1
08346686,,02,"Yahoo! Inc.",Sunnyvale,CA,US,,1
08346687,,03,"KDDI Corporation",Tokyo,,JP,,1
08346688,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346689,,03,"National Cheng Kung University",Tainan,,TW,,1
08346690,,03,"King Fahd University of Petroleum and Minerals",Dhahran,,SA,,1
08346691,,02,"SAS Institute Inc.",Cary,NC,US,,1
08346692,,03,"Societe de Commercialisation des Produits de la Recherche Appliquee-Socpra-Sciences et Genie S.E.C.","Sherbrooke, Quebec",,CA,,1
08346693,,03,"King Fahd University of Petroleum and Minerals",Dhahran,,SA,,1
08346694,,02,"University of Virginia Patent Foundation",Charlottesville,VA,US,,1
08346695,,02,"Schlumberger Technology Corporation","Sugar Land",TX,US,,1
08346696,,02,"The Boeing Company",Chicago,IL,US,,1
08346697,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346698,,03,"Wairever, Inc.","Calgary, Ontario",,CA,,1
08346699,,02,"Blue Oak Mountain Technologies, Inc.",Mariposa,CA,US,,1
08346700,,02,"Honeywell International Inc.",Morristown,NJ,US,,1
08346701,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346702,,02,"Step 3 Systems, Inc.",Tustin,CA,US,,1
08346703,,02,"Continental Automotive Systems, Inc.","Auburn Hills",MI,US,,1
08346704,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346706,,03,"Continental Teves AG & Co. oHG",,,DE,,1
08346706,,03,"Automotive Distance Control Systems GmbH",,,DE,,2
08346706,,03,"Contintental Engineering Service GmbH",,,DE,,3
08346707,,03,"Korean Institute of Science & Technology Information",Daejeon,,KR,,1
08346708,,02,"NEC Laboratories America, Inc.",Princeton,NJ,US,,1
08346709,,02,"Google Inc.","Mountain View",CA,US,,1
08346710,,02,"Google Inc.","Mountain View",CA,US,,1
08346711,,03,"King Fahd University of Petroleum and Minerals",Dhahran,,SA,,1
08346712,,03,"King Fahd University of Petroleum and Minerals",Dhahran,,SA,,1
08346713,,03,"Institute for Information Industry",Taipei,,TW,,1
08346714,,02,"Teradota US, Inc.",Dayton,OH,US,,1
08346715,,02,"AT&T Intellectual Property I, L.P.",Atlanta,GA,US,,1
08346716,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08346717,,02,"Apple Inc.",Cupertino,CA,US,,1
08346718,,02,"Extended Systems, Inc.",Boise,ID,US,,1
08346719,,02,"Novell, Inc.",Provo,UT,US,,1
08346720,,03,"NEC Corporation",Tokyo,,JP,,1
08346721,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346722,,03,"SAP AG",Walldorf,,DE,,1
08346723,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346724,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346725,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346727,,02,"Symantec Corporation","Mountain View",CA,US,,1
08346728,,02,"EMC Corporation",Hopkinton,MA,US,,1
08346729,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346730,,02,"NetApp. Inc.",Sunnyvale,CA,US,,1
08346731,,02,"Symantec Corporation","Mountain View",CA,US,,1
08346732,,02,"Symantec Operating Corporation","Mountain View",CA,US,,1
08346733,,02,"CommVault Systems, Inc.",Oceanport,NJ,US,,1
08346734,,02,"CommVault Systems, Inc.",Oceanport,NJ,US,,1
08346735,,02,"EMC Corporation",Hopkinton,MA,US,,1
08346736,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346737,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346738,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346739,,02,"Affiliated Computer Services, Inc.",Dallas,TX,US,,1
08346740,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08346741,,03,"Korea Advanced Institute of Science and Technology",Daejeon,,KR,,1
08346741,,03,"Electronics and Telecommunications Research Institute",Deajeon,,KR,,2
08346743,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346744,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08346745,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08346746,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346747,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346748,,02,"EMC Corporation",Hopkinton,MA,US,,1
08346749,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346750,,02,"Yahoo! Inc.",Sunnyvale,CA,US,,1
08346751,,02,"Verizon Laboratories Inc.",Waltham,MA,US,,1
08346752,,02,"BMC Software, Inc.",Houston,TX,US,,1
08346754,,02,"Yahoo!  Inc.",Sunnyvale,CA,US,,1
08346755,,02,"Google Inc.","Mountain View",CA,US,,1
08346756,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346757,,02,"Google Inc.","Mountain View",CA,US,,1
08346758,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346759,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346760,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346761,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346762,,02,"Apple Inc.",Cupertino,CA,US,,1
08346763,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346764,,03,"Thomson Reuters Global Resources",Baar,,CH,,1
08346765,,03,"Alibaba Group Holding Limited","George Town, Grand Cayman",,KY,,1
08346766,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346767,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346768,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346769,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346770,,02,"Google Inc.","Mountain View",CA,US,,1
08346771,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08346772,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346773,,03,"ecs Beratung & Service GmbH",Munich,,DE,,1
08346774,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346775,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346776,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346777,,02,"Google Inc.","Mountain View",CA,US,,1
08346778,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346780,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08346782,,03,"Alibaba Group Holding Limited","Grand Cayman",,KY,,1
08346783,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346784,,02,"Limelight Networks, Inc.",Tempe,AZ,US,,1
08346785,,02,"TransThought, LLC",Richmond,VA,US,,1
08346786,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08346787,,02,"Symantec Corporation","Mountain View",CA,US,,1
08346788,,02,"EMC Corporation",Hopkinton,MA,US,,1
08346789,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346790,,02,"The Dun & Bradstreet Corporation","Short Hills",NJ,US,,1
08346791,,02,"Google Inc.","Mountain View",CA,US,,1
08346792,,02,"Google Inc.","Mountain View",CA,US,,1
08346793,,02,"The MathWorks, Inc.",Natick,MA,US,,1
08346794,,02,"TTI Inventions C LLC",Wilmington,DE,US,,1
08346795,,02,"Xerox Corporation",Norwalk,CT,US,,1
08346796,,02,"MobileRealtyApps.com, LLC","Maple Grove",MN,US,,1
08346797,,03,"Vodafone Group PLC","Newbury, Berkshire",,GB,,1
08346798,,02,"Yahoo! Inc.",Sunnyvale,CA,US,,1
08346799,,02,"A9.com, Inc.","Palo Alto",CA,US,,1
08346800,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346801,,03,"Sony Corporation",Tokyo,,JP,,1
08346802,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346803,,03,"Knapp Investment Company Limited",,,VG,,1
08346804,,02,"General Electric Company",Schenectady,NY,US,,1
08346805,,02,"Symantec Corporation","Mountain View",CA,US,,1
08346806,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08346807,,02,"Nvidia Corporation","Santa Clara",CA,US,,1
08346808,,02,"Westell Technologies, Inc.",Aurora,IL,US,,1
08346809,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346810,,02,"SimpliVity Corporation",Westborough,MA,US,,1
08346811,,02,"Skytide, Inc.",Oakland,CA,US,,1
08346812,,02,"Intellidimension, Inc.",Brattleboro,VT,US,,1
08346813,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346814,,03,"Nokia Corporation",Espoo,,FI,,1
08346815,,02,"Google Inc.","Mountain View",CA,US,,1
08346816,,03,"Electronics and Telecommunications Research Institute",Daejeon,,KR,,1
08346817,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08346818,,02,"Zeosoft Technologiy Group Inc.",Tampa,FL,US,,1
08346819,,03,"SAP AG",Walldorf,,DE,,1
08346820,,02,"Google Inc.","Mountain View",CA,US,,1
08346821,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346822,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346823,,03,"Siemens Aktiengesellschaft",Munich,,DE,,1
08346824,,02,"Translattice, Inc.","Santa Clara",CA,US,,1
08346825,,02,"CommVault Systems, Inc.",Oceanport,NJ,US,,1
08346826,,03,"NEC Corporation",Tokyo,,JP,,1
08346827,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346828,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346829,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08346830,,03,"Yamaha Corporation",Hamamatsu-shi,,JP,,1
08346831,,02,"Vivante Corporation",Sunnyvale,CA,US,,1
08346832,,02,"The Regents of the University of Michigan","Ann Arbor",MI,US,,1
08346833,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346834,,03,"Sony Corporation",Tokyo,,JP,,1
08346835,,03,"Universitaet Stuttgart",,,DE,,1
08346836,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08346837,,03,"Telefonaktiebolaget L M Ericsson (Publ)",Stockholm,,SE,,1
08346838,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346839,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346840,,02,"Applied Micro Circuits Corporation","San Diego",CA,US,,1
08346841,,03,"The University of Cape Town Research Contracts and Intellectual Property Services",,,ZA,,1
08346842,,02,"Hewlett-Packard Development Company L.P.",Houston,TX,US,,1
08346843,,02,"Google Inc.","Mountain View",CA,US,,1
08346844,,03,"Sony Corporation",Tokyo,,JP,,1
08346845,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346846,,02,"The Invention Science Fund I, LLC",Bellevue,WA,US,,1
08346847,,02,"Apple Inc.",Cupertino,CA,US,,1
08346848,,02,"Juniper Networks, Inc.",Sunnyvale,CA,US,,1
08346849,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346850,,03,"Telefonaktiebolaget LM Ericsson (publ)",Stockholm,,SE,,1
08346851,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08346852,,03,"Ricoh Company, Ltd.",Tokyo,,JP,,1
08346854,,02,"Deskstream, Inc.",Sunnyvale,CA,US,,1
08346855,,02,"Google Inc.","Mountain View",CA,US,,1
08346856,,03,"NEC Corporation",Tokyo,,JP,,1
08346857,,02,"Ticketmaster LLC","West Hollywood",CA,US,,1
08346858,,02,"General Electric Company",Niskayuna,NY,US,,1
08346859,,02,"Google Inc.","Mountain View",CA,US,,1
08346860,,03,"Lumi Technologies Limited",London,,GB,,1
08346861,,02,"GraphOn Corporation",Campbell,CA,US,,1
08346862,,,,,,,,1
08346863,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346864,,02,"Qurio Holdings, Inc.",Raleigh,NC,US,,1
08346866,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346867,,02,"Google Inc.","Mountain View",CA,US,,1
08346868,,03,"NEC Corporation",Tokyo,,JP,,1
08346869,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346870,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346871,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346872,,02,"The Invention Science Fund I, LLC",Bellevue,WA,US,,1
08346873,,03,"Accenture Global Services Limited",Dublin,,IE,,1
08346874,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346876,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346877,,02,"Livechime, Inc.",Kenmore,WA,US,,1
08346878,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346879,,02,"Xerox Corporation",Norwalk,CT,US,,1
08346880,,02,"Google Inc.","Mountain View",CA,US,,1
08346881,,02,"Google Inc.","Mountain View",CA,US,,1
08346882,,03,"Sony Computer Entertainment Inc.",Tokyo,,JP,,1
08346883,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346884,,02,"Nextio Inc.",Austin,TX,US,,1
08346885,,02,"Limelight Networks, Inc.",Tempe,AZ,US,,1
08346886,,02,"Red Hat, Inc.",Raleigh,NC,US,,1
08346887,,02,"Mainstream Scientific, LLC","Mountain View",CA,US,,1
08346888,,05,,Tokyo,,JP,,1
08346888,,05,,Tokyo,,JP,,2
08346888,,05,,Moriya-shi,,JP,,3
08346889,,02,"Google Inc.","Mountain View",CA,US,,1
08346890,,02,"GraphOn Corporation",Campbell,CA,US,,1
08346891,,02,"Kubisys Inc.","New York",NY,US,,1
08346892,,03,"NHN Corporation",Seongnam-si,,KR,,1
08346893,,03,"Research In Motion Limited","Waterloo, Ontario",,CA,,1
08346895,,03,"SAP AG",Walldorf,,DE,,1
08346896,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346898,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346899,,02,"Broadcom Corporation",Irvine,CA,US,,1
08346900,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346901,,02,"Apple Inc.",Cupertino,CA,US,,1
08346902,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346903,,02,"Xerox Corporation",Norwalk,CT,US,,1
08346904,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08346905,,02,"Converged Data Solutions Inc.",Marshall,TX,US,,1
08346906,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08346907,,02,"Akamai Technologies, Inc.",Cambridge,MA,US,,1
08346908,,02,"Quest Software, Inc.","Aliso Viejo",CA,US,,1
08346909,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346910,,02,"American Express Travel Related Services Company, Inc.","New York",NY,US,,1
08346911,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346912,,02,"Dell Products, LP","Round Rock",TX,US,,1
08346913,,03,"Huawei Technologies Co., Ltd.",Shenzhen,,CN,,1
08346914,,02,"Oracle America, Inc.","Redwood Shores",CA,US,,1
08346915,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08346916,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08346917,,02,"Netapp. Inc.",Sunnyvale,CA,US,,1
08346918,,02,"CPacket Networks, Inc.","Mountain View",CA,US,,1
08346919,,02,"Chelsio Communications, Inc.",Sunnyvale,CA,US,,1
08346920,,02,"SRR Patent Holdings, LLC",Cheyenne,WY,US,,1
08346921,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08346922,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346923,,03,"Sophos PLC",Abingdon,,GB,,1
08346924,,02,"Dell Products L.P.","Round Rock",TX,US,,1
08346925,,02,"Round Rock Research, LLC","Mount Kisco",NY,US,,1
08346926,,02,"EMC Corporation",Hopkinton,MA,US,,1
08346927,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346928,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346929,,02,"Oracle America, Inc.","Redwood City",CA,US,,1
08346930,,02,"General Instrument Corporation",Horsham,PA,US,,1
08346931,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346932,,03,"Sutus, Inc.","North Vancouver, BC",,CA,,1
08346933,,03,"NEC Corporation",Tokyo,,JP,,1
08346934,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08346935,,02,"Joyent, Inc.","San Francisco",CA,US,,1
08346936,,03,"RAY-V Technologies, Ltd.","Tel Aviv",,IL,,1
08346937,,02,"Amazon Technologies, Inc.",Reno,NV,US,,1
08346938,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08346939,,03,"Sony Corporation",Tokyo,,JP,,1
08346940,,03,"BCE  Inc.","Verdun, Quebec",,CA,,1
08346941,,03,"Robert Bosch GmbH",Stuttgart,,DE,,1
08346942,,02,"Oracle International Corporation","Redwood Shores",CA,US,,1
08346943,,03,"Telefonaktiebolaget L M Ericsson (Publ)",Stockholm,,SE,,1
08346944,,02,"Tekelec, Inc.",Morrisville,NC,US,,1
08346945,,03,"Nokia Corporation",Espoo,,FI,,1
08346946,,03,"Sony Corporation",Tokyo,,JP,,1
08346946,,02,"Sony Electronics Inc.","Park Ridge",NJ,US,,2
08346947,,03,"Innomedia Pte. Ltd.",Singapore,,SG,,1
08346948,,03,"Fujitsu Component Limited",Tokyo,,JP,,1
08346949,,03,"MPH Technologies Oy",Espoo,,FI,,1
08346950,,02,"Glam Media, Inc.",Brisbane,CA,US,,1
08346951,,02,"BlackRidge Technology Holdings, Inc.",Reno,NV,US,,1
08346952,,02,"NetApp, Inc.",Sunnyvale,CA,US,,1
08346953,,02,"AOL, Inc.",Dulles,VA,US,,1
08346954,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346955,,02,"Sprint Communications Company L.P.","Overland Park",KS,US,,1
08346956,,02,"Akamai Technologies, Inc.",Cambridge,MA,US,,1
08346957,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08346958,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346959,,02,"Sharp Laboratories of America, Inc.",Camas,WA,US,,1
08346960,,02,"AT&T Intellectual Property II, L.P.",Atlanta,GA,US,,1
08346961,,02,"Cisco Technology, Inc.","San Jose",CA,US,,1
08346962,,03,"KT Corporation",Seongnam,,KR,,1
08346963,,03,"LG Electronics Inc.",Seoul,,KR,,1
08346964,,02,"Honeywell International Inc.",Morristown,NJ,US,,1
08346965,,03,"Fujitsu Limited",Kawasaki-Shi,,JP,,1
08346966,,02,"Blue Coat Systems, Inc.",Sunnyvale,CA,US,,1
08346967,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346968,,02,"Verizon Patent and Licensing Inc.","Basking Ridge",NJ,US,,1
08346969,,02,"Intel Corporation","Santa Clara",CA,US,,1
08346970,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08346971,,02,"AT&T Intellectual Property I, LP",Atlanta,GA,US,,1
08346972,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08346973,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346974,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346975,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346976,,02,"T-Mobile USA, Inc.",Bellevue,WA,US,,1
08346977,,03,"O2Micro International Limited","Grand Cayman",,KY,,1
08346978,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346979,,02,"Koamtac, Inc.",Princeton,NJ,US,,1
08346980,,02,"Applied Materials, Inc.","Santa Clara",CA,US,,1
08346981,,02,"MCCI Corporation",Ithaca,MA,US,,1
08346982,,03,"STMicroelectronics S.A.",Montrouge,,FR,,1
08346983,,03,"Creative Technology Ltd",Singapore,,SG,,1
08346985,,03,"Logitech Europe S.A.","Romanel-Sur Morges",,CH,,1
08346986,,03,"Canon Kabushiki Kaisha",Tokyo,,JP,,1
08346987,,02,"Apple Inc.",Cupertino,CA,US,,1
08346988,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346989,,03,"Samsung Electronics Co., Ltd.",Suwon-si,,KR,,1
08346990,,02,"LSI Corporation",Milpitas,CA,US,,1
08346991,,03,"Gemalto SA",Meudon,,FR,,1
08346992,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08346993,,02,"F5 Networks, Inc.",Seattle,WA,US,,1
08346994,,03,"Sony Computer Entertainment Inc.",Tokyo,,JP,,1
08346995,,02,"Microsoft Corporation",Redmond,WA,US,,1
08346996,,03,"NEC Corporation",Tokyo,,JP,,1
08346997,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08346998,,02,"Micron Technology, Inc.",Boise,ID,US,,1
08346999,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347000,,03,"Samsung Electronics Co., Ltd.","Suwon-si, Gyeonggi-do",,KR,,1
08347001,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347002,,03,"Aten International Co., Ltd.",Shijr,,TW,,1
08347003,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347004,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347005,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347006,,03,"Fujitsu Limited",Kawasaki-Shi,,JP,,1
08347007,,03,"Yokogawa Electric Corporation",Tokyo,,JP,,1
08347008,,02,"Broadcom Corporation",Irvine,CA,US,,1
08347009,,03,"Denso Corporation","Kariya, Aichi-Pref.",,JP,,1
08347011,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347012,,02,"Texas Instruments Incorporated",Dallas,TX,US,,1
08347013,,03,"Armorlink SH Corp.","Min-Sing-Sin-Jhuang Industrial District, Shang-Hai",,CN,,1
08347013,,03,"IEI Technology Corp.","Xizhi Dist., New Taipei",,TW,,2
08347014,,02,"Apple Inc.",Cupertino,CA,US,,1
08347015,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347017,,03,"Via Technologies, Inc.","Hsin-Tien, Taipei",,TW,,1
08347018,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347019,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347020,,02,"QUALCOMM Incorporated","San Diego",CA,US,,1
08347021,,02,"Google Inc.","Mountain View",CA,US,,1
08347022,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347023,,03,"Marvell World Trade Ltd.","St. Michael",,BB,,1
08347024,,03,"Kabushiki Kaisha Toshiba",Tokyo,,JP,,1
08347025,,03,"Research In Motion Limited",Waterloo,,CA,,1
08347026,,03,"Panasonic Corporation",Osaka,,JP,,1
08347027,,02,"Honeywell International Inc.",Morristown,NJ,US,,1
08347028,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347029,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347030,,02,"Benhov GmbH, LLC",Wilmington,DE,US,,1
08347031,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347032,,03,"KYOCERA Document Solutions Inc.",,,JP,,1
08347033,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347034,,03,"Marvell International Ltd.",Hamilton,,BM,,1
08347035,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347036,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347037,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347038,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347039,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347040,,02,"Apple Inc.",Cupertino,CA,US,,1
08347041,,02,"LSI Corporation",Milpitas,CA,US,,1
08347042,,03,"Hynix Semiconductor Inc.",Icheon-si,,KR,,1
08347043,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347044,,02,"General Electric Company",Niskayuna,NY,US,,1
08347045,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347046,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347047,,02,"Rambus Inc.",Sunnyvale,CA,US,,1
08347048,,02,"CA, Inc.",Islandia,NY,US,,1
08347049,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347050,,02,"Microsoft Corporation",Redmond,WA,US,,1
08347051,,03,"Fujitsu Limited",Kawasaki,,JP,,1
08347052,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347053,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347054,,03,"Oricane AB",Lulea,,SE,,1
08347055,,03,"Incard S.A.",Geneva,,CH,,1
08347056,,03,"Sony Corporation",Tokyo,,JP,,1
08347057,,03,"Elpida Memory, Inc.",Tokyo,,JP,,1
08347058,,02,"Symantec Operating Corporation","Mountain View",CA,US,,1
08347059,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347060,,03,"Hitachi, Ltd.",Tokyo,,JP,,1
08347061,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347062,,03,"Lantiq Deutschland GmbH",Neubiberg,,DE,,1
08347063,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347064,,02,"NVIDIA Corporation","Santa Clara",CA,US,,1
08347066,,02,"Intel Corporation","Santa Clara",CA,US,,1
08347067,,03,"ARM Limited",Cambridge,,GB,,1
08347068,,02,"International Business Machines Corporation",Armonk,NY,US,,1
08347069,,03,"Fuji Xerox Co., Ltd.",Tokyo,,JP,,1
08347070,,02,"Hewlett-Packard Development Company, L.P.",Houston,TX,US,,1
08347071,,02,"Microsoft Corporation",Redmond,WA,US,,1
