patent,prim,class,subclass
08341792,1," 15"," 28"," 15 28"
08341792,0," 15",167.1," 151671"
08341792,0," 15","DIG. 5"," 15DIG 5"
08341793,1," 15"," 98"," 15 98"
08341793,0," 15"," 49.1"," 15 491"
08341793,0," 15"," 52.2"," 15 522"
08341793,0,451,350,451350
08341793,0,451,351,451351
08341793,0,451,353,451353
08341794,1," 15",104.05," 1510405"
08341794,0," 15",111," 15111"
08341794,0," 15",160," 15160"
08341794,0," 15",206," 15206"
08341794,0,134,"  8","134  8"
08341794,0,280,504,280504
08341795,1," 15",119.2," 151192"
08341795,0," 15",244.4," 152444"
08341795,0," 15",244.1," 152441"
08341795,0," 15",228," 15228"
08341796,1," 15",210.1," 152101"
08341796,0," 15",231," 15231"
08341797,1," 15",228," 15228"
08341797,0," 15",208," 15208"
08341797,0," 15",209.1," 152091"
08341797,0," 15",244.3," 152443"
08341798,1," 15",230.11," 1523011"
08341798,0,492," 13","492 13"
08341798,0,492," 19","492 19"
08341798,0," 24",536," 24536"
08341799,1," 15",250.32," 1525032"
08341799,0," 15",250.201," 15250201"
08341799,0," 15",250.44," 1525044"
08341800,1," 15",250.34," 1525034"
08341800,0," 15",250.31," 1525031"
08341800,0,403,"DIG. 3","403DIG 3"
08341800,0,296," 96.15","296 9615"
08341801,1," 15",250.43," 1525043"
08341801,0," 15",250.201," 15250201"
08341801,0," 15",250.451," 15250451"
08341801,0," 15",250.452," 15250452"
08341801,0," 29",428," 29428"
08341802,1," 15",319," 15319"
08341802,0," 15",340.1," 153401"
08341802,0," 15",339," 15339"
08341802,0," 15",347," 15347"
08341802,0," 15",352," 15352"
08341803,1," 15",322," 15322"
08341803,0," 15",409," 15409"
08341803,0," 15",320," 15320"
08341803,0," 15",330," 15330"
08341803,0," 15",345," 15345"
08341803,0," 15",387," 15387"
08341804,1," 16","  2.1"," 16  21"
08341804,0,174,"152. G","174152 G"
08341804,0,174,"153. G","174153 G"
08341805,1," 16",303," 16303"
08341805,0," 16",385," 16385"
08341805,0," 16",386," 16386"
08341806,1," 16",326," 16326"
08341806,0," 16",349," 16349"
08341806,0," 16",353," 16353"
08341807,1," 19",114," 19114"
08341808,1," 24",336," 24336"
08341808,0," 24",545," 24545"
08341808,0," 24",338," 24338"
08341809,1," 24",433," 24433"
08341810,1," 24",462," 24462"
08341810,0," 24",460," 24460"
08341810,0," 24",580.1," 245801"
08341810,0,224,326,224326
08341810,0,224,321,224321
08341811,1," 24",600.7," 246007"
08341811,0," 24",588.1," 245881"
08341811,0," 24",588.11," 2458811"
08341811,0," 24",592.11," 2459211"
08341811,0," 24",594.1," 245941"
08341811,0," 24",594.11," 2459411"
08341811,0," 24",595.1," 245951"
08341811,0," 24",598.1," 245981"
08341811,0," 24",599.1," 245991"
08341811,0," 24",599.2," 245992"
08341811,0," 24",599.6," 245996"
08341811,0," 43"," 14"," 43 14"
08341812,1," 27","  1"," 27  1"
08341812,0," 40",124.5," 401245"
08341812,0," 40",725," 40725"
08341813,1," 29"," 11"," 29 11"
08341814,1," 29"," 25.35"," 29 2535"
08341814,0," 29",896.22," 2989622"
08341814,0," 29",417," 29417"
08341814,0,310,348,310348
08341814,0,310,367,310367
08341814,0,156,307.1,1563071
08341815,1," 29"," 25.42"," 29 2542"
08341815,0," 29",830," 29830"
08341815,0," 29",851," 29851"
08341815,0," 29",842," 29842"
08341815,0," 29",874," 29874"
08341815,0,205,118,205118
08341816,1," 29",237," 29237"
08341816,0," 29",238," 29238"
08341816,0," 29",278," 29278"
08341817,1," 29",244," 29244"
08341817,0," 29",267," 29267"
08341817,0,269,229,269229
08341818,1," 29",254," 29254"
08341818,0," 29",275," 29275"
08341818,0," 29",426.5," 294265"
08341818,0,254," 19","254 19"
08341819,1," 29",281.1," 292811"
08341819,0,269," 20","269 20"
08341819,0,269," 21","269 21"
08341819,0,219,390,219390
08341820,1," 29",447," 29447"
08341820,0,138,140,138140
08341821,1," 29",521," 29521"
08341821,0,256," 59","256 59"
08341822,1," 29",525.11," 2952511"
08341822,0," 29",525.01," 2952501"
08341822,0," 29",525.02," 2952502"
08341823,1," 29",559," 29559"
08341823,0,269,"254. CS","269254 CS"
08341823,0,269,301,269301
08341823,0,269,309,269309
08341823,0,269,291,269291
08341823,0,269," 71","269 71"
08341824,1," 29",596," 29596"
08341824,0," 29",605," 29605"
08341824,0," 29",732," 29732"
08341825,1," 29",603.12," 2960312"
08341825,0," 29",603.13," 2960313"
08341825,0," 29",603.14," 2960314"
08341825,0," 29",603.15," 2960315"
08341825,0," 29",603.16," 2960316"
08341825,0," 29",603.18," 2960318"
08341825,0,205,199,205199
08341825,0,205,122,205122
08341825,0,360,121,360121
08341825,0,360,122,360122
08341825,0,360,317,360317
08341826,1," 29",603.16," 2960316"
08341826,0," 29",603.11," 2960311"
08341826,0," 29",603.12," 2960312"
08341826,0," 29",603.13," 2960313"
08341826,0," 29",603.15," 2960315"
08341826,0," 29",603.18," 2960318"
08341826,0,216," 22","216 22"
08341826,0,216," 39","216 39"
08341826,0,216," 41","216 41"
08341826,0,216," 48","216 48"
08341826,0,216," 65","216 65"
08341826,0,451,"  5","451  5"
08341826,0,451," 41","451 41"
08341826,0,360,121,360121
08341826,0,360,122,360122
08341826,0,360,317,360317
08341827,1," 29",743," 29743"
08341827,0," 29",740," 29740"
08341827,0," 29",741," 29741"
08341827,0," 29",705," 29705"
08341827,0," 29",834," 29834"
08341828,1," 29",745," 29745"
08341828,0," 29",740," 29740"
08341828,0," 29",741," 29741"
08341828,0,438,113,438113
08341829,1," 29",748," 29748"
08341829,0," 29",754," 29754"
08341829,0," 29",755," 29755"
08341830,1," 29",758," 29758"
08341830,0,361,754,361754
08341831,1," 29",762," 29762"
08341832,1," 29",825," 29825"
08341832,0," 29",832," 29832"
08341832,0,361,679.27,36167927
08341833,1," 29",830," 29830"
08341833,0," 29",825," 29825"
08341833,0," 29",840," 29840"
08341833,0," 29",852," 29852"
08341834,1," 29",830," 29830"
08341834,0," 29",842," 29842"
08341834,0," 29",844," 29844"
08341834,0," 29",874," 29874"
08341834,0," 29",884," 29884"
08341835,1," 29",841," 29841"
08341835,0," 29",412," 29412"
08341835,0," 29",832," 29832"
08341835,0," 29",846," 29846"
08341835,0,438,637,438637
08341836,1," 29",842," 29842"
08341836,0," 29",428," 29428"
08341836,0," 29",509," 29509"
08341836,0," 29",841," 29841"
08341836,0,445," 24","445 24"
08341836,0,445," 25","445 25"
08341836,0,445," 38","445 38"
08341837,1," 29",854," 29854"
08341837,0," 29",593," 29593"
08341837,0," 29",622," 29622"
08341837,0," 29",832," 29832"
08341837,0,307," 31","307 31"
08341837,0,361,641,361641
08341837,0,324,508,324508
08341837,0,439,215,439215
08341838,1," 29",857," 29857"
08341838,0," 29",861," 29861"
08341838,0," 29",862," 29862"
08341838,0," 29",863," 29863"
08341839,1," 29",884," 29884"
08341839,0," 29",874," 29874"
08341839,0," 29",882," 29882"
08341839,0,439,786,439786
08341839,0,439,787,439787
08341840,1," 29",889.1," 298891"
08341840,0," 29",889," 29889"
08341840,0," 29",889.3," 298893"
08341840,0," 29",889.6," 298896"
08341840,0,290," 44","290 44"
08341840,0,290," 55","290 55"
08341840,0,384,494,384494
08341841,1," 29",889.7," 298897"
08341841,0," 29",889," 29889"
08341841,0," 29",889.1," 298891"
08341841,0," 29",281.1," 292811"
08341842,1," 29",890.04," 2989004"
08341842,0," 29",890.03," 2989003"
08341842,0,165," 80.3","165 803"
08341843,1," 29",898," 29898"
08341843,0," 29",898.061," 29898061"
08341843,0," 29",898.062," 29898062"
08341843,0," 29",898.04," 2989804"
08341844,1," 29",898.066," 29898066"
08341845,1," 30"," 34.1"," 30 341"
08341845,0," 30"," 29.5"," 30 295"
08341845,0," 30"," 43.92"," 30 4392"
08341846,1," 30"," 43.1"," 30 431"
08341846,0," 30",200," 30200"
08341846,0," 30",201," 30201"
08341846,0," 30",202," 30202"
08341846,0," 30",208," 30208"
08341846,0," 30",209," 30209"
08341846,0," 30",210," 30210"
08341847,1," 30",276," 30276"
08341847,0," 30",347," 30347"
08341848,1," 33",203.18," 3320318"
08341848,0," 33",288," 33288"
08341848,0,356,139.09,35613909
08341849,1," 33",301," 33301"
08341849,0,318,696,318696
08341850,1," 33",471," 33471"
08341850,0," 33",512," 33512"
08341850,0," 33","  1. N"," 33  1 N"
08341851,1," 33",651," 33651"
08341851,0," 33","  1. Q"," 33  1 Q"
08341851,0,246,220,246220
08341851,0,246,253,246253
08341851,0,246,476,246476
08341852,1," 33",706," 33706"
08341853,1," 34"," 90"," 34 90"
08341853,0," 34",105," 34105"
08341853,0," 34",202," 34202"
08341853,0," 34",218," 34218"
08341853,0,165," 11.1","165 111"
08341853,0,454,313,454313
08341853,0," 62",407," 62407"
08341853,0," 15",300.1," 153001"
08341854,1," 34",287," 34287"
08341854,0," 34",288," 34288"
08341854,0," 34",289," 34289"
08341854,0," 34"," 92"," 34 92"
08341855,1," 36","  8.3"," 36  83"
08341855,0," 36",136," 36136"
08341855,0,434,250,434250
08341856,1," 36"," 25.R"," 36 25R"
08341856,0," 36"," 30. R"," 36 30 R"
08341856,0," 36"," 31"," 36 31"
08341857,1," 36"," 29"," 36 29"
08341857,0," 36"," 28"," 36 28"
08341858,1," 40",124.03," 4012403"
08341858,0,434,317,434317
08341859,1," 40",606.01," 4060601"
08341859,0," 40",601," 40601"
08341859,0," 40",606.14," 4060614"
08341859,0," 52"," 38"," 52 38"
08341860,1," 40",607.01," 4060701"
08341860,0,428," 34.5","428 345"
08341860,0,428," 34.6","428 346"
08341860,0,428," 34.7","428 347"
08341860,0,428," 35.7","428 357"
08341860,0,428," 36.1","428 361"
08341860,0,428," 36.3","428 363"
08341860,0,156,244.13,15624413
08341861,1," 40",611.06," 4061106"
08341861,0," 40",650," 40650"
08341861,0," 40",661.05," 4066105"
08341861,0," 40",336," 40336"
08341861,0," 40",111," 40111"
08341861,0," 40",112," 40112"
08341861,0," 40",113," 40113"
08341861,0," 40",334," 40334"
08341861,0," 40",306," 40306"
08341861,0," 40",316," 40316"
08341861,0," 40",611.08," 4061108"
08341861,0," 40",611.07," 4061107"
08341861,0," 40",600," 40600"
08341861,0," 40",493," 40493"
08341861,0," 40",707," 40707"
08341861,0," 40",710," 40710"
08341861,0," 70"," 21"," 70 21"
08341861,0," 70"," 22"," 70 22"
08341862,1," 40",661," 40661"
08341862,0," 40",701," 40701"
08341862,0," 40",702," 40702"
08341862,0," 40",703," 40703"
08341862,0," 40",773," 40773"
08341862,0," 40",722," 40722"
08341862,0," 40",774," 40774"
08341862,0," 40",673," 40673"
08341862,0," 40",672," 40672"
08341862,0," 40",122," 40122"
08341862,0," 40",776," 40776"
08341862,0," 40",594," 40594"
08341862,0," 40",124.06," 4012406"
08341862,0,206,449,206449
08341862,0,206,308.1,2063081
08341862,0,229," 72","229 72"
08341862,0,229," 67.1","229 671"
08341862,0,229," 67.4","229 674"
08341863,1," 42"," 46"," 42 46"
08341863,0," 42"," 40"," 42 40"
08341863,0," 42"," 47"," 42 47"
08341863,0," 42"," 77"," 42 77"
08341864,1," 42"," 72"," 42 72"
08341864,0," 42"," 94"," 42 94"
08341864,0," 89","  1.42"," 89  142"
08341865,1," 42"," 72"," 42 72"
08341865,0," 42"," 94"," 42 94"
08341865,0," 89","  1.42"," 89  142"
08341866,1," 42"," 72"," 42 72"
08341866,0," 42"," 94"," 42 94"
08341866,0," 42"," 71.01"," 42 7101"
08341866,0," 89","  1.42"," 89  142"
08341866,0," 89"," 37.04"," 89 3704"
08341867,1," 42"," 73"," 42 73"
08341868,1," 42"," 73"," 42 73"
08341868,0," 42"," 74"," 42 74"
08341869,1," 43"," 17"," 43 17"
08341870,1," 43"," 42.3"," 43 423"
08341870,0," 43"," 42.1"," 43 421"
08341870,0," 43"," 42.47"," 43 4247"
08341871,1," 43"," 43.1"," 43 431"
08341871,0," 43"," 44.9"," 43 449"
08341871,0," 43"," 44.92"," 43 4492"
08341871,0," 43"," 44.87"," 43 4487"
08341872,1," 43"," 44.9"," 43 449"
08341872,0," 43"," 44.91"," 43 4491"
08341872,0," 43"," 44.87"," 43 4487"
08341873,1," 43",113," 43113"
08341873,0," 43",114," 43114"
08341874,1," 43",114," 43114"
08341874,0," 43",113," 43113"
08341874,0," 43",115," 43115"
08341875,1," 43",121," 43121"
08341875,0," 43",107," 43107"
08341876,1," 47","  1.3"," 47  13"
08341877,1," 47","  1.4"," 47  14"
08341878,1," 47"," 32.5"," 47 325"
08341878,0," 24"," 16. PB"," 24 16 PB"
08341878,0," 24"," 16. R"," 24 16 R"
08341878,0," 24"," 17. B"," 24 17 B"
08341878,0," 24"," 17. AP"," 24 17 AP"
08341878,0," 24"," 30.5 R"," 24 305 R"
08341878,0," 47"," 43"," 47 43"
08341878,0," 47"," 42"," 47 42"
08341878,0,248," 74.3","248 743"
08341879,1," 47"," 45"," 47 45"
08341880,1," 47"," 58.1R"," 47 581R"
08341880,0," 47"," 66.7"," 47 667"
08341881,1," 47"," 59.S"," 47 59S"
08341882,1," 47"," 72"," 47 72"
08341883,1," 47"," 72"," 47 72"
08341884,1," 47"," 86"," 47 86"
08341884,0," 47"," 82"," 47 82"
08341885,1," 49"," 28"," 49 28"
08341885,0," 49"," 26"," 49 26"
08341886,1," 49"," 55"," 49 55"
08341886,0," 49"," 50"," 49 50"
08341886,0," 49"," 56"," 49 56"
08341886,0," 49"," 57"," 49 57"
08341886,0," 49"," 61"," 49 61"
08341886,0," 49"," 63"," 49 63"
08341886,0," 49"," 67"," 49 67"
08341886,0," 49",463," 49463"
08341886,0,422," 64","422 64"
08341886,0,378,177,378177
08341886,0,204,468,204468
08341887,1," 49"," 74.1"," 49 741"
08341887,0," 49"," 82.1"," 49 821"
08341887,0," 49"," 87.1"," 49 871"
08341887,0," 49"," 90.1"," 49 901"
08341887,0," 49"," 41"," 49 41"
08341888,1," 49",237," 49237"
08341888,0," 49",334," 49334"
08341888,0," 49",339," 49339"
08341889,1," 49",345," 49345"
08341889,0,339,340,339340
08341890,1," 49",348," 49348"
08341890,0," 49",352," 49352"
08341890,0," 49",502," 49502"
08341891,1," 52"," 12"," 52 12"
08341891,0," 52"," 13"," 52 13"
08341891,0,210,162,210162
08341891,0,210,170.03,21017003
08341891,0,210,483,210483
08341892,1," 52"," 12"," 52 12"
08341892,0," 52"," 14"," 52 14"
08341892,0," 52"," 97"," 52 97"
08341892,0," 52"," 69"," 52 69"
08341892,0,160," 44","160 44"
08341893,1," 52",167.4," 521674"
08341893,0," 52",167.2," 521672"
08341894,1," 52",171.3," 521713"
08341894,0," 52",220.1," 522201"
08341895,1," 52",173.3," 521733"
08341895,0,248,237,248237
08341895,0,248,346.03,24834603
08341895,0,248,488,248488
08341895,0,136,244,136244
08341895,0,165," 48.2","165 482"
08341896,1," 52",181," 52181"
08341896,0," 52",177," 52177"
08341896,0," 52",403.1," 524031"
08341897,1," 52",198," 52198"
08341898,1," 52",233," 52233"
08341898,0," 52",286," 52286"
08341899,1," 52",234," 52234"
08341899,0," 52",745.05," 5274505"
08341900,1," 52",235," 52235"
08341900,0," 52",173.3," 521733"
08341900,0," 52",506.08," 5250608"
08341900,0," 52",511," 52511"
08341900,0," 52",667," 52667"
08341900,0," 52",668," 52668"
08341901,1," 52",235," 52235"
08341901,0," 52",489.1," 524891"
08341901,0," 52",586.2," 525862"
08341901,0," 52",769," 52769"
08341901,0," 52",747.1," 527471"
08341902,1," 52",236.3," 522363"
08341902,0," 52",185," 52185"
08341902,0," 52",262," 52262"
08341902,0," 52",252," 52252"
08341902,0," 52",270," 52270"
08341902,0," 52",296," 52296"
08341902,0,403,170,403170
08341902,0,403,217,403217
08341903,1," 52",238.1," 522381"
08341903,0," 52",271," 52271"
08341903,0," 52",282.3," 522823"
08341903,0," 52",275," 52275"
08341903,0," 52",474," 52474"
08341904,1," 52",288.1," 522881"
08341904,0," 52",282.1," 522821"
08341904,0," 52",287.1," 522871"
08341905,1," 52",295," 52295"
08341905,0," 52",698," 52698"
08341905,0," 52",707," 52707"
08341906,1," 52",297," 52297"
08341906,0," 52",170," 52170"
08341906,0," 52",834," 52834"
08341907,1," 52",299," 52299"
08341907,0," 52",282.4," 522824"
08341907,0," 52",293.2," 522932"
08341907,0," 52",295," 52295"
08341907,0," 52",763," 52763"
08341908,1," 52",396.01," 5239601"
08341908,0," 52",317," 52317"
08341908,0," 52",396.03," 5239603"
08341908,0,404," 68","404 68"
08341909,1," 52",396.04," 5239604"
08341909,0," 52",395," 52395"
08341909,0," 52",584.1," 525841"
08341909,0," 52",466," 52466"
08341910,1," 52",403.1," 524031"
08341910,0," 52",408," 52408"
08341911,1," 52",403.1," 524031"
08341911,0," 52",408," 52408"
08341912,1," 52",473," 52473"
08341912,0," 52",202," 52202"
08341912,0," 52",204.61," 5220461"
08341912,0," 49"," 74.1"," 49 741"
08341913,1," 52",506.06," 5250606"
08341913,0," 52",220.6," 522206"
08341913,0," 52",489.1," 524891"
08341913,0," 52",506.07," 5250607"
08341913,0," 52",647," 52647"
08341913,0," 52",655.1," 526551"
08341914,1," 52",582.1," 525821"
08341914,0," 52",391," 52391"
08341914,0," 52",588.1," 525881"
08341914,0,428," 50","428 50"
08341915,1," 52",586.2," 525862"
08341915,0," 52",586.1," 525861"
08341915,0," 52",591.5," 525915"
08341915,0," 52",396.04," 5239604"
08341916,1," 52",592.4," 525924"
08341916,0," 52",592.1," 525921"
08341917,1," 52",741.4," 527414"
08341917,0," 52",173.3," 521733"
08341917,0," 52",302.1," 523021"
08341917,0," 52",520," 52520"
08341917,0," 52",745.21," 5274521"
08341918,1," 52",745.2," 527452"
08341918,0," 52",745.18," 5274518"
08341918,0," 52",745.17," 5274517"
08341918,0," 52",745.11," 5274511"
08341919,1," 52",784.1," 527841"
08341919,0," 52",784.15," 5278415"
08341919,0,428,171,428171
08341920,1," 52",792.1," 527921"
08341920,0," 52",800.12," 5280012"
08341920,0," 52",458," 52458"
08341921,1," 52",842," 52842"
08341921,0," 52",846," 52846"
08341922,1," 53"," 79"," 53 79"
08341922,0," 53",284.5," 532845"
08341922,0," 53",284.6," 532846"
08341922,0," 53",540," 53540"
08341923,1," 53",397," 53397"
08341924,1," 53",432," 53432"
08341924,0," 53","111. R"," 53111 R"
08341924,0," 53"," 79"," 53 79"
08341925,1," 53",440," 53440"
08341925,0," 53",127," 53127"
08341925,0," 53",477," 53477"
08341925,0," 53",514," 53514"
08341926,1," 56"," 10.2E"," 56 102E"
08341926,0,180,"  9.5","180  95"
08341926,0,180,"  9.54","180  954"
08341927,1," 56",157," 56157"
08341927,0," 56"," 14.5"," 56 145"
08341928,1," 56",181," 56181"
08341929,1," 56",181," 56181"
08341930,1," 57",237," 57237"
08341930,0," 57",241," 57241"
08341930,0," 57",258," 57258"
08341931,1," 59"," 78"," 59 78"
08341931,0," 59"," 84"," 59 84"
08341931,0," 49",324," 49324"
08341931,0," 52",108," 52108"
08341931,0,187,250,187250
08341931,0," 74"," 89.21"," 74 8921"
08341932,1," 60"," 39.39"," 60 3939"
08341932,0," 60"," 39.76"," 60 3976"
08341932,0," 60"," 39.38"," 60 3938"
08341932,0," 60",247," 60247"
08341933,1," 60",204," 60204"
08341933,0," 60",260," 60260"
08341934,1," 60",262," 60262"
08341934,0," 60",231," 60231"
08341935,1," 60",264," 60264"
08341935,0," 60",226.1," 602261"
08341935,0," 60",230," 60230"
08341936,1," 60",276," 60276"
08341936,0," 60",274," 60274"
08341936,0," 60",286," 60286"
08341936,0," 60",301," 60301"
08341936,0," 60",303," 60303"
08341937,1," 60",277," 60277"
08341937,0," 60",285," 60285"
08341937,0," 60",287," 60287"
08341937,0," 60",288," 60288"
08341937,0," 60",324," 60324"
08341938,1," 60",277," 60277"
08341938,0," 60",274," 60274"
08341938,0," 60",276," 60276"
08341938,0," 60",285," 60285"
08341938,0," 60",295," 60295"
08341938,0," 60",297," 60297"
08341939,1," 60",280," 60280"
08341939,0," 60",324," 60324"
08341940,1," 60",286," 60286"
08341940,0," 60",295," 60295"
08341940,0," 60",301," 60301"
08341940,0," 60",324," 60324"
08341941,1," 60",286," 60286"
08341941,0," 60",295," 60295"
08341941,0," 60",297," 60297"
08341941,0," 60",301," 60301"
08341941,0," 60",303," 60303"
08341941,0," 60",311," 60311"
08341942,1," 60",286," 60286"
08341942,0," 60",295," 60295"
08341942,0," 60",301," 60301"
08341943,1," 60",295," 60295"
08341943,0," 60",274," 60274"
08341943,0," 60",285," 60285"
08341943,0," 60",301," 60301"
08341944,1," 60",295," 60295"
08341944,0," 60",286," 60286"
08341945,1," 60",297," 60297"
08341945,0," 60",274," 60274"
08341945,0," 60",286," 60286"
08341945,0," 60",303," 60303"
08341945,0," 60",311," 60311"
08341946,1," 60",297," 60297"
08341946,0," 60",274," 60274"
08341946,0," 60",285," 60285"
08341946,0," 60",296," 60296"
08341946,0," 60",324," 60324"
08341947,1," 60",297," 60297"
08341947,0," 60",274," 60274"
08341947,0," 60",285," 60285"
08341947,0," 60",295," 60295"
08341948,1," 60",298," 60298"
08341948,0," 60",274," 60274"
08341948,0," 60",289," 60289"
08341948,0," 60",307," 60307"
08341948,0," 60",317," 60317"
08341948,0," 60",319," 60319"
08341948,0," 60",320," 60320"
08341949,1," 60",301," 60301"
08341949,0," 60",295," 60295"
08341950,1," 60",320," 60320"
08341950,0," 60",286," 60286"
08341950,0,136,201,136201
08341950,0,136,202,136202
08341950,0,136,203,136203
08341950,0,136,204,136204
08341950,0,136,205,136205
08341950,0,136,209,136209
08341950,0,136,210,136210
08341950,0,136,218,136218
08341951,1," 60",320," 60320"
08341951,0," 60",287," 60287"
08341951,0," 60",288," 60288"
08341951,0," 60",298," 60298"
08341951,0," 60",324," 60324"
08341952,1," 60",323," 60323"
08341952,0," 60",324," 60324"
08341953,1," 60",323," 60323"
08341953,0,138,142,138142
08341953,0,138,143,138143
08341953,0,138,148,138148
08341954,1," 60",338," 60338"
08341954,0," 60",353," 60353"
08341955,1," 60",444," 60444"
08341955,0," 60",484," 60484"
08341955,0,417,380,417380
08341955,0,417,382,417382
08341955,0,417,390,417390
08341956,1," 60",452," 60452"
08341956,0," 60",394," 60394"
08341956,0," 60",443," 60443"
08341956,0," 60",476," 60476"
08341957,1," 60",506," 60506"
08341957,0," 60",495," 60495"
08341957,0," 60",499," 60499"
08341957,0," 60",502," 60502"
08341957,0,290," 42","290 42"
08341957,0,290," 53","290 53"
08341958,1," 60",527," 60527"
08341958,0," 60",528," 60528"
08341958,0," 70",278.7," 702787"
08341958,0," 70",280," 70280"
08341959,1," 60",641.15," 6064115"
08341959,0," 60",641.14," 6064114"
08341959,0," 60",516," 60516"
08341960,1," 60",641.2," 606412"
08341960,0," 60",641.8," 606418"
08341960,0," 60",651," 60651"
08341960,0," 60",655," 60655"
08341960,0," 60",671," 60671"
08341960,0," 60",676," 60676"
08341961,1," 60",641.9," 606419"
08341961,0," 60",641.11," 6064111"
08341961,0," 60",641.15," 6064115"
08341962,1," 60",653," 60653"
08341962,0," 60",677," 60677"
08341963,1," 60",767," 60767"
08341963,0," 60",917," 60917"
08341963,0,251,129.11,25112911
08341964,1," 60",772," 60772"
08341964,0," 60",727," 60727"
08341965,1," 62","  3.2"," 62  32"
08341965,0,165,168,165168
08341965,0,359,845,359845
08341966,1," 62","  3.3"," 62  33"
08341966,0," 62","  3.61"," 62  361"
08341967,1," 62","  3.6"," 62  36"
08341968,1," 62"," 98"," 62 98"
08341968,0," 62",389," 62389"
08341969,1," 62",119," 62119"
08341969,0," 62",476," 62476"
08341970,1," 62",155," 62155"
08341970,0," 62",151," 62151"
08341970,0," 62",234," 62234"
08341971,1," 62",157," 62157"
08341971,0," 62",231," 62231"
08341971,0," 62",244," 62244"
08341971,0,236,"  1. C","236  1 C"
08341972,1," 62",158," 62158"
08341972,0," 62",179," 62179"
08341972,0," 62",186," 62186"
08341973,1," 62",180," 62180"
08341973,0," 62",179," 62179"
08341973,0," 62",228.4," 622284"
08341973,0,702," 60","702 60"
08341973,0,702," 64","702 64"
08341974,1," 62",187," 62187"
08341974,0," 62",186," 62186"
08341974,0," 62",441," 62441"
08341975,1," 62",389," 62389"
08341976,1," 65",112," 65112"
08341977,1," 65",261," 65261"
08341977,0," 65",169," 65169"
08341977,0," 65",207," 65207"
08341977,0," 65",225," 65225"
08341977,0," 65",300," 65300"
08341977,0," 65"," 72"," 65 72"
